id	ten	tac_gia	license	loai	nguon	dinh_dang	tu_khoa	ghi_cong	cach_lay
8137ed46-30f0-40c8-b6cd-cd188a01c9f1	PRT Military Order of the Tower and of the Sword - Knight BAR	Portunes, 燃灯	CC-BY 3.0	illustration	wikimedia	svg	sword	"PRT Military Order of the Tower and of the Sword - Knight BAR" by Portunes, 燃灯 is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/d/d8/PRT_Military_Order_of_the_Tower_and_of_the_Sword_-_Knight_BAR.svg"
a8be7631-6baa-46ef-adf1-9f74bf7bdc01	Sword battleaxe shield	ryanlerch	CC0	illustration	wikimedia	svg	sword	"Sword battleaxe shield" by ryanlerch is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/4/43/Sword_battleaxe_shield.svg"
dd4f6c1e-2655-49fd-a788-431543d7babc	RUS For Merit to the Fatherland Order 4th class with swords ribbon	Toghrul R	CC-BY 4.0	illustration	wikimedia	svg	sword	"RUS For Merit to the Fatherland Order 4th class with swords ribbon" by Toghrul R is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/cc/RUS_For_Merit_to_the_Fatherland_Order_4th_class_with_swords_ribbon.svg"
dc61b664-acf9-41e7-9cb3-34e9472ee51a	RUS For Merit to the Fatherland Order 3rd class with swords ribbon	Toghrul R	CC-BY 4.0	illustration	wikimedia	svg	sword	"RUS For Merit to the Fatherland Order 3rd class with swords ribbon" by Toghrul R is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/b0/RUS_For_Merit_to_the_Fatherland_Order_3rd_class_with_swords_ribbon.svg"
f3d090d8-4ecf-4439-a796-b67c390988b8	Distribution of Bronze Swords in Northeast Asia	AsPJT	CC0	illustration	wikimedia	svg	sword	"Distribution of Bronze Swords in Northeast Asia" by AsPJT is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/8/84/Distribution_of_Bronze_Swords_in_Northeast_Asia.svg"
930ffb9a-1e91-45bc-9ab0-636c828c0c7b	RUS Saint Andrew the Apostle the First-Called Order with swords ribbon	Toghrul R	CC-BY 4.0	illustration	wikimedia	svg	sword	"RUS Saint Andrew the Apostle the First-Called Order with swords ribbon" by Toghrul R is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/9/97/RUS_Saint_Andrew_the_Apostle_the_First-Called_Order_with_swords_ribbon.svg"
5249a9df-8f62-4f66-a237-fe217b84aa16	Sword centers Japan	Provinces_of_Japan-Sagami.svg: Ash_Crow derivative work: bamse (talk)	CC-BY 2.5	illustration	wikimedia	svg	sword	"Sword centers Japan" by Provinces_of_Japan-Sagami.svg: Ash_Crow derivative work: bamse (talk) is licensed under CC BY 2.5. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.5/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/4/49/Sword_centers_Japan.svg"
fc27aeec-72a8-4ce1-9795-2d100d1afd5c	Long sword	nicubunu	CC0	illustration	wikimedia	svg	sword	"Long sword" by nicubunu is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/4/44/Long_sword.svg"
969ad3cc-a9f2-4b0d-b584-ddf6dc8125c1	Kingdom of Iran Symbol Lion Sun Crown with Sword (Pahlavi Dynasty)	Kingdom of Iran	CC0	illustration	wikimedia	svg	sword	"Kingdom of Iran Symbol Lion Sun Crown with Sword (Pahlavi Dynasty)" by Kingdom of Iran is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en.	curl -O "https://upload.wikimedia.org/wikipedia/commons/8/82/Kingdom_of_Iran_Symbol_Lion_Sun_Crown_with_Sword_%28Pahlavi_Dynasty%29.svg"
4e12c53b-bbb0-4d9e-bb37-d6426a0a23dc	Kingdom of Iran Emblem Lion Sun Crown with Sword (Pahlavi Monarchy)	Fans of Kingdom of Iran	CC0	illustration	wikimedia	svg	sword	"Kingdom of Iran Emblem Lion Sun Crown with Sword (Pahlavi Monarchy)" by Fans of Kingdom of Iran is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/7/71/Kingdom_of_Iran_Emblem_Lion_Sun_Crown_with_Sword_%28Pahlavi_Monarchy%29.svg"
d8a90987-a533-4a16-aabd-4e81fef72b93	G'Baya Sword	redrawing after File:G'Baya Sword.jpg – Lothar; Perhelion	CC-BY 3.0	illustration	wikimedia	svg	sword	"G'Baya Sword" by redrawing after File:G'Baya Sword.jpg – Lothar; Perhelion is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/6/68/G%27Baya_Sword.svg"
0aa72b56-6499-46ea-aeaf-802172c1b78e	Jeweled Sword	lilking	CC0	illustration	wikimedia	svg	sword	"Jeweled Sword" by lilking is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/ef/Jeweled_Sword.svg"
4b6c25df-87c2-4f93-93c1-f9bb34c7da1a	Sword parts-ro	This SVG image was created by Medium69. Cette image SVG a été créée par Medium69. Please credit this : William Crochot	CC-BY 3.0	illustration	wikimedia	svg	sword	"Sword parts-ro" by This SVG image was created by Medium69. Cette image SVG a été créée par Medium69. Please credit this : William Crochot is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/c5/Sword_parts-ro.svg"
84933239-e2f6-48f9-86fa-26b1242a8bf8	Bilbo Sword	algotruneman	CC0	illustration	wikimedia	svg	sword	"Bilbo Sword" by algotruneman is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/ee/Bilbo_Sword.svg"
2b07fca9-2132-4807-bb2d-9bd7a9d3b076	Zenithia Sword	Anidae	CC0	illustration	wikimedia	svg	sword	"Zenithia Sword" by Anidae is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/c9/Zenithia_Sword.svg"
a6e79ab9-739f-4e24-a32d-3380b8786814	Sword owl	rones	CC0	illustration	wikimedia	svg	sword	"Sword owl" by rones is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/ce/Sword_owl.svg"
aadf7656-f56b-4287-92ba-c45a9b4069ab	Sword arm	EugeneZelenko	CC-BY 4.0	illustration	wikimedia	svg	sword	"Sword arm" by EugeneZelenko is licensed under CC BY 4.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/4.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/5/58/Sword_arm.svg"
1ea9ab9d-b55b-43fe-a78c-077896c71b9f	Rapier sword drawing, vintage weapon	?	CC0	illustration	rawpixel	eps	sword	"Rapier sword drawing, vintage weapon" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNS0wNTgtdi5qcGc.jpg"
e1586603-05b3-4036-810f-c42795311fbd	Sword png sticker, transparent background	?	CC0	illustration	rawpixel	png	sword	"Sword png sticker, transparent background" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyNy0yODYtcC5wbmc.png"
46abfe9e-f634-4472-b8ef-3f58f7bb2104	Sword clipart, vintage weapon illustration	?	CC0	illustration	rawpixel	eps	sword	"Sword clipart, vintage weapon illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcyLTA2OS12LWwxbXY3YzRtLmpwZw.jpg"
1ef2fa3e-c863-469a-8d00-6a761c1bbcec	Sword drawing, vintage weapon illustration	?	CC0	illustration	rawpixel	jpg	sword	"Sword drawing, vintage weapon illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcyLTE0MC14LmpwZw.jpg"
00d8a5d9-fe80-4785-b8f1-d91f3f3fe8f4	Sword png sticker, weapon vintage	?	CC0	illustration	rawpixel	png	sword	"Sword png sticker, weapon vintage" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvam9iNjcyLTA2OS1wLWwxbXY3OHpyLnBuZw.png"
4f7eb5ab-4a43-4463-a983-36c4d1d119e0	Sword collage element, cute illustration	?	CC0	illustration	rawpixel	eps	sword	"Sword collage element, cute illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyNy0yODYtdi5qcGc.jpg"
15b64d3c-ee11-46f0-8b62-13637b4132be	Sword png sticker, transparent background	?	CC0	illustration	rawpixel	png	sword	"Sword png sticker, transparent background" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyOC0xOTMtcC5wbmc.png"
c7724e2e-07b9-4829-8d52-fd0da10daf3c	Sword png illustration, transparent background	?	CC0	illustration	rawpixel	png	sword	"Sword png illustration, transparent background" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTAxL2pvYjk2Mi0wODcucG5n.png"
d750ce86-cfb0-4190-9e39-c82f948d8296	Sword collage element, black and	?	CC0	illustration	rawpixel	eps	sword	"Sword collage element, black and" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyNy0wNTMtdi5qcGc.jpg"
235810ff-82db-42f9-805a-237c0268a452	Sabre sword drawing, vintage weapon	?	CC0	illustration	rawpixel	eps	sword	"Sabre sword drawing, vintage weapon" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNS0wNDYtdi5qcGc.jpg"
21d6f047-7196-48f7-872d-5cb22b954534	Rapier sword vintage weapon illustration	?	CC0	illustration	rawpixel	jpg	sword	"Rapier sword vintage weapon illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNS0wNTgteC5qcGc.jpg"
4c87bc8e-a51c-4ddf-9744-5e4ae6f6989c	Sword collage element, cute illustration	?	CC0	illustration	rawpixel	eps	sword	"Sword collage element, cute illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyOC0xOTMtdi5qcGc.jpg"
33864881-f91e-4f56-91ed-e0fae2499478	Man holding sword clipart, vintage	?	CC0	illustration	rawpixel	eps	sword	"Man holding sword clipart, vintage" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNi0wNDktdi5qcGc.jpg"
d66ca3d9-09cb-4975-a83b-673ad758ced2	Light sword png clipart illustration	?	CC0	illustration	rawpixel	png	sword	"Light sword png clipart illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTEyL2pvYjk1OS1lbGVtZW50LWItMDA2Nl8yLnBuZw.png"
e7812f6a-fe3c-404d-94c8-9df66f8371d0	Png Japanese kendo sword clipart	?	CC0	illustration	rawpixel	png	sword	"Png Japanese kendo sword clipart" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/image_png_1300/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTA0L2pvYjk3MC1lbGVtZW50LTEyMC1wLnBuZw.png"
c5313aea-4e50-4f7f-acd0-333e2b9100cb	Sabre sword vintage weapon illustration	?	CC0	illustration	rawpixel	jpg	sword	"Sabre sword vintage weapon illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNS0wNDYteC5qcGc.jpg"
f7196e99-9130-40c5-9fef-763efe6ccb4b	Sword clipart illustration vector	?	CC0	illustration	rawpixel	eps	sword	"Sword clipart illustration vector" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTAxL2pvYjk2Mi0wODctbGNnMjYwMGQuanBn.jpg"
02469245-7eeb-4b58-99b6-7e5b79f5e0c4	Katana sword clipart, weapon illustration	?	CC0	illustration	rawpixel	jpg	sword	"Katana sword clipart, weapon illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjcyMS0wOTYteC5qcGc.jpg"
0a9705e5-4222-43af-835c-98db29e7b207	Scimitar sword clipart, vintage hand	?	CC0	illustration	rawpixel	eps	sword	"Scimitar sword clipart, vintage hand" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA0L2pvYjcxNC0wMzQtdi5qcGc.jpg"
4d01d56c-e73b-4cbe-9c3c-e1b4964dee56	Scimitar sword drawing, vintage illustration	?	CC0	illustration	rawpixel	jpg	sword	"Scimitar sword drawing, vintage illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNC0wMzQteC5qcGc.jpg"
b640d7b4-2821-4129-93fe-20a9a1ecb8ce	Sword illustration	?	CC0	illustration	rawpixel	jpg	sword	"Sword illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyNy0wNTMteC5qcGc.jpg"
dd8f1481-482b-41cc-8829-679e135c3226	Knight sword clipart, drawing illustration	?	CC0	illustration	rawpixel	eps	sword	"Knight sword clipart, drawing illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcxNy0xNjctdl8xLmpwZw.jpg"
f3bcca38-8934-4ded-a098-a22f9f8a51ec	Shard-sword - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Shard-sword - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/cc/Shard-sword_-_Lorc_-_white_-_game-icons.svg"
850993fc-7cf4-4be3-b247-b843d4377d09	Croc-sword - Lorc - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Croc-sword - Lorc - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/19/Croc-sword_-_Lorc_-_game-icons.svg"
bac48f2e-40fa-4783-b10c-239b2b34faa8	Rusty-sword - Delapouite - white - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	sword	"Rusty-sword - Delapouite - white - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/3/32/Rusty-sword_-_Delapouite_-_white_-_game-icons.svg"
9755632d-9bd2-4fbd-ae97-f9d6f6259dc0	Archangel Michael holding scale, sword up, stepping on snake	Original: Дмитро Софій, Gzhegozh Vector: 燃灯	CC0	illustration	wikimedia	svg	sword	"Archangel Michael holding scale, sword up, stepping on snake" by Original: Дмитро Софій, Gzhegozh Vector: 燃灯 is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en.	curl -O "https://upload.wikimedia.org/wikipedia/commons/f/f5/Archangel_Michael_holding_scale%2C_sword_up%2C_stepping_on_snake.svg"
fc74b100-4b2e-471a-9fce-3fcef8bb2b79	Spinning-sword - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Spinning-sword - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/2/21/Spinning-sword_-_Lorc_-_white_-_game-icons.svg"
bb25381e-1ef5-4a8c-8ec9-88ad35cae71e	Axe-sword - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	sword	"Axe-sword - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/b4/Axe-sword_-_Delapouite_-_game-icons.svg"
2002e5d0-37e8-4aa0-bc1f-ac430dbbfbdd	Winged-sword - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Winged-sword - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/e0/Winged-sword_-_Lorc_-_white_-_game-icons.svg"
ff4cddf9-79a1-408e-8bed-3a5723799c9e	Lion and Sun (crown, no base, no sword, sun face)	ConflictFan	CC0	illustration	wikimedia	svg	sword	"Lion and Sun (crown, no base, no sword, sun face)" by ConflictFan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/b/be/Lion_and_Sun_%28crown%2C_no_base%2C_no_sword%2C_sun_face%29.svg"
e8bd5f38-57d9-4101-9bde-d5547fd74a7d	Two Handed Sword	twoton	CC0	illustration	wikimedia	svg	sword	"Two Handed Sword" by twoton is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/17/Two_Handed_Sword.svg"
97305c85-88c2-4994-99ea-801d8db4235f	Sword clipart, cute illustration	?	CC0	illustration	rawpixel	jpg	sword	"Sword clipart, cute illustration" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.	curl -O "https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2pvYjcyNy0yODYteC5qcGc.jpg"
5ddb3e56-4db1-42bd-a68a-58ff7154fd1e	Ancient-sword - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	sword	"Ancient-sword - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/4/4e/Ancient-sword_-_Delapouite_-_game-icons.svg"
f7bbd380-cc6a-49db-85d5-cb2b9ecd18a9	Gooey-sword - Lorc - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Gooey-sword - Lorc - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/cd/Gooey-sword_-_Lorc_-_game-icons.svg"
6a134504-ed3a-480e-9631-6fa7190bb020	Sword-altar - Delapouite - game-icons	Delapouite	CC-BY 3.0	illustration	wikimedia	svg	sword	"Sword-altar - Delapouite - game-icons" by Delapouite is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/3/3a/Sword-altar_-_Delapouite_-_game-icons.svg"
fa9bcb48-3c37-4e18-aeb3-9e5980dd619f	Gooey-sword - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Gooey-sword - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/e/e1/Gooey-sword_-_Lorc_-_white_-_game-icons.svg"
c7076d0b-d77e-4dd1-90c4-d5476f54ee64	Sword-hilt - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Sword-hilt - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/8/84/Sword-hilt_-_game-icons.svg"
cecbffef-d120-4e16-969a-333f4f879e40	Fragmented-sword - Lorc - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Fragmented-sword - Lorc - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/c7/Fragmented-sword_-_Lorc_-_game-icons.svg"
35f32d55-cc83-430f-9f89-7794f846dedf	Fragmented-sword - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Fragmented-sword - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/7/75/Fragmented-sword_-_Lorc_-_white_-_game-icons.svg"
6f00c997-eb86-4ba9-98ac-200c5162915b	Shard-sword - Lorc - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Shard-sword - Lorc - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/1/11/Shard-sword_-_Lorc_-_game-icons.svg"
00f8c51d-8bb4-48df-bf1f-c936479e3ff8	Winged-sword - Lorc - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Winged-sword - Lorc - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/f/fb/Winged-sword_-_Lorc_-_game-icons.svg"
2446c206-8268-4a9e-8741-3246030bb5fc	Sword-clash - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Sword-clash - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/8/87/Sword-clash_-_Lorc_-_white_-_game-icons.svg"
99a50a01-f0ed-4608-b0ce-6f808f0b6834	Crossed-swords - Lorc - white - game-icons	Lorc	CC-BY 3.0	illustration	wikimedia	svg	sword	"Crossed-swords - Lorc - white - game-icons" by Lorc is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/7/70/Crossed-swords_-_Lorc_-_white_-_game-icons.svg"
9c46c558-6ec8-411f-9d33-bf18168370c7	Shield of Imperial College London	Shadowssettle	CC-BY 3.0	illustration	wikimedia	svg	shield	"Shield of Imperial College London" by Shadowssettle is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/c/c5/Shield_of_Imperial_College_London.svg"
80312517-540d-4241-b144-15c45d8062ce	Coat of arms of Danish shield (14c)	Samhanin, Nancystodd and 燃灯	CC-BY 3.0	illustration	wikimedia	svg	shield	"Coat of arms of Danish shield (14c)" by Samhanin, Nancystodd and 燃灯 is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/d/d9/Coat_of_arms_of_Danish_shield_%2814c%29.svg"
005b9952-f761-407a-827d-09a500f457e1	Shield of Portugal (correct color scheme)	Peterpumpkineater919	CC0	illustration	wikimedia	svg	shield	"Shield of Portugal (correct color scheme)" by Peterpumpkineater919 is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/deed.en/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/8/86/Portuguese_shield.svg"
ceaf2f9c-c07d-4fe6-88f8-8e6a5fb42e67	Shield Napoleon	CenturionZ 1; improved by Angelus (talk)	CC-BY 3.0	illustration	wikimedia	svg	shield	"Shield Napoleon" by CenturionZ 1; improved by Angelus (talk) is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/.	curl -O "https://upload.wikimedia.org/wikipedia/commons/6/60/Shield_Napoleon.svg"
