ten	tac_gia	license	dinh_dang	trang	cach_lay
solar-system	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/solar-system.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/solar-system.svg
solar-time	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/solar-time.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/solar-time.svg
solid-leaf	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/solid-leaf.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/solid-leaf.svg
sombrero	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sombrero.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sombrero.svg
sonic-shoes	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sonic-shoes.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sonic-shoes.svg
soul-vessel	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/soul-vessel.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/soul-vessel.svg
soul	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/soul.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/soul.svg
sound-off	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sound-off.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sound-off.svg
sound-on	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sound-on.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sound-on.svg
south-africa-flag	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/south-africa-flag.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/south-africa-flag.svg
south-africa	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/south-africa.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/south-africa.svg
south-america	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/south-america.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/south-america.svg
south-korea	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/south-korea.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/south-korea.svg
space-needle	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/space-needle.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/space-needle.svg
space-shuttle	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/space-shuttle.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/space-shuttle.svg
spaceship	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spaceship.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spaceship.svg
spain	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spain.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spain.svg
spark-plug	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spark-plug.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spark-plug.svg
sparkles	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sparkles.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sparkles.svg
spartan-helmet	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spartan-helmet.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spartan-helmet.svg
speaker-off	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/speaker-off.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/speaker-off.svg
speaker	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/speaker.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/speaker.svg
spear-feather	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spear-feather.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spear-feather.svg
spearfishing	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spearfishing.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spearfishing.svg
speed-boat	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/speed-boat.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/speed-boat.svg
speedometer	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/speedometer.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/speedometer.svg
spell-book	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spell-book.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spell-book.svg
sperm-whale	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sperm-whale.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sperm-whale.svg
spider-bot	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spider-bot.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spider-bot.svg
spider-eye	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spider-eye.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spider-eye.svg
spider-mask	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spider-mask.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spider-mask.svg
spiked-dragon-head	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiked-dragon-head.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiked-dragon-head.svg
spiked-shield	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiked-shield.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiked-shield.svg
spiked-shoulder-armor	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiked-shoulder-armor.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiked-shoulder-armor.svg
spiked-trunk	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiked-trunk.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiked-trunk.svg
spiked-wall	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiked-wall.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiked-wall.svg
spiky-pit	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiky-pit.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiky-pit.svg
spiky-wing	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiky-wing.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiky-wing.svg
spiral-hilt	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiral-hilt.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiral-hilt.svg
spiral-lollipop	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spiral-lollipop.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spiral-lollipop.svg
split-arrows	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/split-arrows.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/split-arrows.svg
spock-hand	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spock-hand.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spock-hand.svg
spooky-house	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spooky-house.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spooky-house.svg
sport-medal	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sport-medal.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sport-medal.svg
spring	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spring.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spring.svg
spy	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/spy.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/spy.svg
square	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/square.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/square.svg
squirrel	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/squirrel.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/squirrel.svg
sri-lanka	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sri-lanka.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sri-lanka.svg
stabbed-note	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stabbed-note.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stabbed-note.svg
stable	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stable.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stable.svg
stack	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stack.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stack.svg
stairs-cake	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stairs-cake.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stairs-cake.svg
stairs-goal	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stairs-goal.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stairs-goal.svg
stairs	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stairs.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stairs.svg
stake-hammer	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stake-hammer.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stake-hammer.svg
stakes-fence	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stakes-fence.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stakes-fence.svg
stalactites	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stalactites.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stalactites.svg
stamper	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stamper.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stamper.svg
star-altar	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/star-altar.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/star-altar.svg
star-flag	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/star-flag.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/star-flag.svg
star-formation	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/star-formation.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/star-formation.svg
star-gate	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/star-gate.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/star-gate.svg
star-key	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/star-key.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/star-key.svg
star-medal	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/star-medal.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/star-medal.svg
star-struck	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/star-struck.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/star-struck.svg
starfighter	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/starfighter.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/starfighter.svg
stars-stack	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stars-stack.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stars-stack.svg
steak	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/steak.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/steak.svg
stealth-bomber	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stealth-bomber.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stealth-bomber.svg
steam-blast	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/steam-blast.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/steam-blast.svg
steam-locomotive	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/steam-locomotive.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/steam-locomotive.svg
steam	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/steam.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/steam.svg
steampunk-goggles	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/steampunk-goggles.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/steampunk-goggles.svg
steering-wheel	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/steering-wheel.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/steering-wheel.svg
stegosaurus-scales	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stegosaurus-scales.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stegosaurus-scales.svg
stethoscope	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stethoscope.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stethoscope.svg
stick-frame	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stick-frame.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stick-frame.svg
sticky-boot	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sticky-boot.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sticky-boot.svg
stockpiles	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stockpiles.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stockpiles.svg
stomach	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stomach.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stomach.svg
stone-bridge	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stone-bridge.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stone-bridge.svg
stone-bust	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stone-bust.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stone-bust.svg
stone-path	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stone-path.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stone-path.svg
stone-pile	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stone-pile.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stone-pile.svg
stone-stack	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stone-stack.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stone-stack.svg
stone-wall	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stone-wall.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stone-wall.svg
stone-wheel	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stone-wheel.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stone-wheel.svg
stop-sign	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stop-sign.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stop-sign.svg
stork-delivery	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stork-delivery.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stork-delivery.svg
straight-pipe	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/straight-pipe.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/straight-pipe.svg
strawberry	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/strawberry.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/strawberry.svg
street-light	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/street-light.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/street-light.svg
striped-sun	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/striped-sun.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/striped-sun.svg
strong-man	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/strong-man.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/strong-man.svg
strongbox	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/strongbox.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/strongbox.svg
stump-regrowth	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stump-regrowth.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stump-regrowth.svg
stun-grenade	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/stun-grenade.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/stun-grenade.svg
submarine-missile	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/submarine-missile.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/submarine-missile.svg
submarine	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/submarine.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/submarine.svg
subway	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/subway.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/subway.svg
sugar-cane	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sugar-cane.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sugar-cane.svg
suitcase	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/suitcase.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/suitcase.svg
summits	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/summits.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/summits.svg
sun-cloud	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sun-cloud.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sun-cloud.svg
sun-priest	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sun-priest.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sun-priest.svg
sun-spear	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sun-spear.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sun-spear.svg
sunflower	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sunflower.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sunflower.svg
sunglasses	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sunglasses.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sunglasses.svg
sunrise	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sunrise.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sunrise.svg
sunset	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sunset.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sunset.svg
surf-board	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/surf-board.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/surf-board.svg
surfer-van	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/surfer-van.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/surfer-van.svg
sushis	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sushis.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sushis.svg
suspension-bridge	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/suspension-bridge.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/suspension-bridge.svg
sverd-i-fjell	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sverd-i-fjell.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sverd-i-fjell.svg
swallow	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swallow.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swallow.svg
swallower	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swallower.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swallower.svg
swamp-bat	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swamp-bat.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swamp-bat.svg
swamp	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swamp.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swamp.svg
swimfins	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swimfins.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swimfins.svg
swipe-card	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swipe-card.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swipe-card.svg
swiss-army-knife	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swiss-army-knife.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swiss-army-knife.svg
switch-weapon	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/switch-weapon.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/switch-weapon.svg
switzerland	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/switzerland.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/switzerland.svg
sword-altar	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sword-altar.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sword-altar.svg
sword-brandish	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sword-brandish.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sword-brandish.svg
sword-mold	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sword-mold.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sword-mold.svg
swords-power	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/swords-power.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/swords-power.svg
sydney-opera-house	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/sydney-opera-house.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/sydney-opera-house.svg
t-brick	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/t-brick.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/t-brick.svg
t-rex-skull	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/t-rex-skull.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/t-rex-skull.svg
t-shirt	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/t-shirt.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/t-shirt.svg
table	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/table.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/table.svg
tabletop-players	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tabletop-players.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tabletop-players.svg
tacos	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tacos.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tacos.svg
tadpole	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tadpole.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tadpole.svg
take-my-money	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/take-my-money.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/take-my-money.svg
tall-bridge	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tall-bridge.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tall-bridge.svg
tally-mark-5	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tally-mark-5.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tally-mark-5.svg
tambourine	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tambourine.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tambourine.svg
tangerine	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tangerine.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tangerine.svg
tank-top	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tank-top.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tank-top.svg
tanzania	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tanzania.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tanzania.svg
tap	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tap.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tap.svg
tapir	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/tapir.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/tapir.svg
target-poster	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/target-poster.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/target-poster.svg
target-prize	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/target-prize.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/target-prize.svg
taurus	delapouite	CC-BY 3.0	svg,png	https://game-icons.net/1x1/delapouite/taurus.html	curl -O https://game-icons.net/icons/ffffff/000000/1x1/delapouite/taurus.svg
