id	ten	tac_gia	license	dinh_dang	cach_lay
352829	primitive-couple	?	CC0	svg,png	curl -O https://openclipart.org/download/352829/primitive-couple.svg
352828	couple-in-a-park	?	CC0	svg,png	curl -O https://openclipart.org/download/352828/couple-in-a-park.svg
352827	dish-washer-colour-version	?	CC0	svg,png	curl -O https://openclipart.org/download/352827/dish-washer-colour-version.svg
352826	yoko-tani	?	CC0	svg,png	curl -O https://openclipart.org/download/352826/yoko-tani.svg
352825	one-horned-rhinoceros	?	CC0	svg,png	curl -O https://openclipart.org/download/352825/one-horned-rhinoceros.svg
352824	%C3%A1p-ph%C3%ADch-con-kh%E1%BB%89	?	CC0	svg,png	curl -O https://openclipart.org/download/352824/%C3%A1p-ph%C3%ADch-con-kh%E1%BB%89.svg
352785	square-mandala	?	CC0	svg,png	curl -O https://openclipart.org/download/352785/square-mandala.svg
352784	hexagon-mandala	?	CC0	svg,png	curl -O https://openclipart.org/download/352784/hexagon-mandala.svg
352783	mandala	?	CC0	svg,png	curl -O https://openclipart.org/download/352783/mandala.svg
352782	petanque-game-4	?	CC0	svg,png	curl -O https://openclipart.org/download/352782/petanque-game-4.svg
352781	petanque-game-3	?	CC0	svg,png	curl -O https://openclipart.org/download/352781/petanque-game-3.svg
352779	rockery	?	CC0	svg,png	curl -O https://openclipart.org/download/352779/rockery.svg
352778	rockery	?	CC0	svg,png	curl -O https://openclipart.org/download/352778/rockery.svg
352777	leaf-blower-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352777/leaf-blower-isolated.svg
352776	scribble-house-for-sale	?	CC0	svg,png	curl -O https://openclipart.org/download/352776/scribble-house-for-sale.svg
352775	cute-anthropomorphic-tooth-with-toothbrush	?	CC0	svg,png	curl -O https://openclipart.org/download/352775/cute-anthropomorphic-tooth-with-toothbrush.svg
352774	cute-anthropomorphic-tooth-with-toothbrush	?	CC0	svg,png	curl -O https://openclipart.org/download/352774/cute-anthropomorphic-tooth-with-toothbrush.svg
352773	kimono-lady-with-an-umbrella	?	CC0	svg,png	curl -O https://openclipart.org/download/352773/kimono-lady-with-an-umbrella.svg
352772	two-japanese-women-from-behind	?	CC0	svg,png	curl -O https://openclipart.org/download/352772/two-japanese-women-from-behind.svg
352771	two-men-in-kimono	?	CC0	svg,png	curl -O https://openclipart.org/download/352771/two-men-in-kimono.svg
352770	various-obi	?	CC0	svg,png	curl -O https://openclipart.org/download/352770/various-obi.svg
352769	young-lady-in-a-kimono	?	CC0	svg,png	curl -O https://openclipart.org/download/352769/young-lady-in-a-kimono.svg
352768	three-women-in-kimono	?	CC0	svg,png	curl -O https://openclipart.org/download/352768/three-women-in-kimono.svg
352767	hand-holding-chopsticks	?	CC0	svg,png	curl -O https://openclipart.org/download/352767/hand-holding-chopsticks.svg
352766	classical-japanese-meal	?	CC0	svg,png	curl -O https://openclipart.org/download/352766/classical-japanese-meal.svg
352765	tea-and-a-kimono	?	CC0	svg,png	curl -O https://openclipart.org/download/352765/tea-and-a-kimono.svg
352764	face-powdering-woman	?	CC0	svg,png	curl -O https://openclipart.org/download/352764/face-powdering-woman.svg
352763	fliting-at-the-beach	?	CC0	svg,png	curl -O https://openclipart.org/download/352763/fliting-at-the-beach.svg
352762	heron-banner	?	CC0	svg,png	curl -O https://openclipart.org/download/352762/heron-banner.svg
352759	cowboy-with-lasso	?	CC0	svg,png	curl -O https://openclipart.org/download/352759/cowboy-with-lasso.svg
352758	topless-lady	?	CC0	svg,png	curl -O https://openclipart.org/download/352758/topless-lady.svg
352757	showgirl-half-frame	?	CC0	svg,png	curl -O https://openclipart.org/download/352757/showgirl-half-frame.svg
352756	our-young-folks	?	CC0	svg,png	curl -O https://openclipart.org/download/352756/our-young-folks.svg
352755	counting-on-fingers	?	CC0	svg,png	curl -O https://openclipart.org/download/352755/counting-on-fingers.svg
352754	wings-decorative-frame	?	CC0	svg,png	curl -O https://openclipart.org/download/352754/wings-decorative-frame.svg
352753	seven-corsets	?	CC0	svg,png	curl -O https://openclipart.org/download/352753/seven-corsets.svg
352751	rotate-three-bar-animation2	?	CC0	svg,png	curl -O https://openclipart.org/download/352751/rotate-three-bar-animation2.svg
352749	rotate-three-bar-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352749/rotate-three-bar-animation.svg
352748	petanque-ball-1-transparent	?	CC0	svg,png	curl -O https://openclipart.org/download/352748/petanque-ball-1-transparent.svg
352747	petanque-ball-1	?	CC0	svg,png	curl -O https://openclipart.org/download/352747/petanque-ball-1.svg
352746	steamroller-fix-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352746/steamroller-fix-remix.svg
352745	voie-de-circulation-barr%C3%A9e	?	CC0	svg,png	curl -O https://openclipart.org/download/352745/voie-de-circulation-barr%C3%A9e.svg
352744	stationnement-interdit-no-parking-allowed	?	CC0	svg,png	curl -O https://openclipart.org/download/352744/stationnement-interdit-no-parking-allowed.svg
352743	circulation-altern%C3%A9e-tr%C3%A1fico-alternativo-alternate-traffic	?	CC0	svg,png	curl -O https://openclipart.org/download/352743/circulation-altern%C3%A9e-tr%C3%A1fico-alternativo-alternate-traffic.svg
352741	colorful-imaginary-flower-head	?	CC0	svg,png	curl -O https://openclipart.org/download/352741/colorful-imaginary-flower-head.svg
352740	imaginary-flower-head	?	CC0	svg,png	curl -O https://openclipart.org/download/352740/imaginary-flower-head.svg
352739	petanque	?	CC0	svg,png	curl -O https://openclipart.org/download/352739/petanque.svg
352737	petanque-ball-transparent	?	CC0	svg,png	curl -O https://openclipart.org/download/352737/petanque-ball-transparent.svg
352736	petanque-ball	?	CC0	svg,png	curl -O https://openclipart.org/download/352736/petanque-ball.svg
352735	never-forget-bassel	?	CC0	svg,png	curl -O https://openclipart.org/download/352735/never-forget-bassel.svg
352733	girl-washing-doll	?	CC0	svg,png	curl -O https://openclipart.org/download/352733/girl-washing-doll.svg
352732	petanque-silhouette	?	CC0	svg,png	curl -O https://openclipart.org/download/352732/petanque-silhouette.svg
352730	girls-pulling-a-boy-from-a-swamp	?	CC0	svg,png	curl -O https://openclipart.org/download/352730/girls-pulling-a-boy-from-a-swamp.svg
352729	two-kids-playing	?	CC0	svg,png	curl -O https://openclipart.org/download/352729/two-kids-playing.svg
352728	n%C3%BAiph%C3%A2nd%E1%BA%A1ngvu%C3%B4ng-1757542312	?	CC0	svg,png	curl -O https://openclipart.org/download/352728/n%C3%BAiph%C3%A2nd%E1%BA%A1ngvu%C3%B4ng-1757542312.svg
352726	n%C3%BAiph%C3%A2nd%E1%BA%A1ngvu%C3%B4ng-1757542305	?	CC0	svg,png	curl -O https://openclipart.org/download/352726/n%C3%BAiph%C3%A2nd%E1%BA%A1ngvu%C3%B4ng-1757542305.svg
352725	n%C3%BAiph%C3%A2nd%E1%BA%A1ngvu%C3%B4ng-1757467731	?	CC0	svg,png	curl -O https://openclipart.org/download/352725/n%C3%BAiph%C3%A2nd%E1%BA%A1ngvu%C3%B4ng-1757467731.svg
352724	dodecagon-sun	?	CC0	svg,png	curl -O https://openclipart.org/download/352724/dodecagon-sun.svg
352723	arrow-tesselation2	?	CC0	svg,png	curl -O https://openclipart.org/download/352723/arrow-tesselation2.svg
352722	arrow-tesselattion	?	CC0	svg,png	curl -O https://openclipart.org/download/352722/arrow-tesselattion.svg
352721	arrow-spiral	?	CC0	svg,png	curl -O https://openclipart.org/download/352721/arrow-spiral.svg
352720	tux-destroying-windows	?	CC0	svg,png	curl -O https://openclipart.org/download/352720/tux-destroying-windows.svg
352719	petanque-game-2	?	CC0	svg,png	curl -O https://openclipart.org/download/352719/petanque-game-2.svg
352718	petanque-game-1	?	CC0	svg,png	curl -O https://openclipart.org/download/352718/petanque-game-1.svg
352717	bassel-meets-rejon-for-the-first-time	?	CC0	svg,png	curl -O https://openclipart.org/download/352717/bassel-meets-rejon-for-the-first-time.svg
352716	bassels-first-contact-with-openclipart	?	CC0	svg,png	curl -O https://openclipart.org/download/352716/bassels-first-contact-with-openclipart.svg
352715	candle	?	CC0	svg,png	curl -O https://openclipart.org/download/352715/candle.svg
352714	atom-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352714/atom-animation.svg
352713	silhouette	?	CC0	svg,png	curl -O https://openclipart.org/download/352713/silhouette.svg
352712	infinite-rainbow-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352712/infinite-rainbow-animation.svg
352711	triangle-infinite-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352711/triangle-infinite-animation.svg
352710	degradation-of-education	?	CC0	svg,png	curl -O https://openclipart.org/download/352710/degradation-of-education.svg
352709	rockery	?	CC0	svg,png	curl -O https://openclipart.org/download/352709/rockery.svg
352708	rockery	?	CC0	svg,png	curl -O https://openclipart.org/download/352708/rockery.svg
352707	another-infinite-triangle	?	CC0	svg,png	curl -O https://openclipart.org/download/352707/another-infinite-triangle.svg
352706	infinite-triangle	?	CC0	svg,png	curl -O https://openclipart.org/download/352706/infinite-triangle.svg
352705	tiger-and-cub	?	CC0	svg,png	curl -O https://openclipart.org/download/352705/tiger-and-cub.svg
352704	side-flower	?	CC0	svg,png	curl -O https://openclipart.org/download/352704/side-flower.svg
352703	pony-express	?	CC0	svg,png	curl -O https://openclipart.org/download/352703/pony-express.svg
352702	babe-ruth	?	CC0	svg,png	curl -O https://openclipart.org/download/352702/babe-ruth.svg
352701	dodecagon-flower-reignited-black-expanded-outlines	?	CC0	svg,png	curl -O https://openclipart.org/download/352701/dodecagon-flower-reignited-black-expanded-outlines.svg
352700	dodecagon-flower-reignited-black-expanded	?	CC0	svg,png	curl -O https://openclipart.org/download/352700/dodecagon-flower-reignited-black-expanded.svg
352699	dodecagon-flower-reignited-polyprismatic-2	?	CC0	svg,png	curl -O https://openclipart.org/download/352699/dodecagon-flower-reignited-polyprismatic-2.svg
352698	dodecagon-flower-reignited-black	?	CC0	svg,png	curl -O https://openclipart.org/download/352698/dodecagon-flower-reignited-black.svg
352697	dodecagon-flower-reignited-polyprismatic-no-bg	?	CC0	svg,png	curl -O https://openclipart.org/download/352697/dodecagon-flower-reignited-polyprismatic-no-bg.svg
352696	dodecagon-flower-reignited-polyprismatic	?	CC0	svg,png	curl -O https://openclipart.org/download/352696/dodecagon-flower-reignited-polyprismatic.svg
352695	dodecagon-flower-reignited-duochrome-no-bg	?	CC0	svg,png	curl -O https://openclipart.org/download/352695/dodecagon-flower-reignited-duochrome-no-bg.svg
352694	dodecagon-flower-reignited-duochrome	?	CC0	svg,png	curl -O https://openclipart.org/download/352694/dodecagon-flower-reignited-duochrome.svg
352693	it%E2%80%99s-honest-work-blank-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352693/it%E2%80%99s-honest-work-blank-remix.svg
352692	double-happiness	?	CC0	svg,png	curl -O https://openclipart.org/download/352692/double-happiness.svg
352691	a-dodecagon-flower	?	CC0	svg,png	curl -O https://openclipart.org/download/352691/a-dodecagon-flower.svg
352690	it-aint-much-but-its-honest-work-black-white	?	CC0	svg,png	curl -O https://openclipart.org/download/352690/it-aint-much-but-its-honest-work-black-white.svg
352689	it-aint-much-but-its-honest-work-color	?	CC0	svg,png	curl -O https://openclipart.org/download/352689/it-aint-much-but-its-honest-work-color.svg
352687	flat-bug-simple-icon	?	CC0	svg,png	curl -O https://openclipart.org/download/352687/flat-bug-simple-icon.svg
352685	bathing-woman-simple-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352685/bathing-woman-simple-remix.svg
352684	bathing-woman	?	CC0	svg,png	curl -O https://openclipart.org/download/352684/bathing-woman.svg
352683	self-portrait	?	CC0	svg,png	curl -O https://openclipart.org/download/352683/self-portrait.svg
352682	nantucket-beach	?	CC0	svg,png	curl -O https://openclipart.org/download/352682/nantucket-beach.svg
352680	nantucket	?	CC0	svg,png	curl -O https://openclipart.org/download/352680/nantucket.svg
352679	lion-club	?	CC0	svg,png	curl -O https://openclipart.org/download/352679/lion-club.svg
352678	thousand-yard-stare-meme	?	CC0	svg,png	curl -O https://openclipart.org/download/352678/thousand-yard-stare-meme.svg
352677	cup-of-green-tea	?	CC0	svg,png	curl -O https://openclipart.org/download/352677/cup-of-green-tea.svg
352676	haft-sin	?	CC0	svg,png	curl -O https://openclipart.org/download/352676/haft-sin.svg
352675	mental-health	?	CC0	svg,png	curl -O https://openclipart.org/download/352675/mental-health.svg
352674	edit-film	?	CC0	svg,png	curl -O https://openclipart.org/download/352674/edit-film.svg
352673	madness	?	CC0	svg,png	curl -O https://openclipart.org/download/352673/madness.svg
352672	simple-flower-head-lineart	?	CC0	svg,png	curl -O https://openclipart.org/download/352672/simple-flower-head-lineart.svg
352671	simple-detailed-butterfly-lineart	?	CC0	svg,png	curl -O https://openclipart.org/download/352671/simple-detailed-butterfly-lineart.svg
352670	simple-butterfly-outline	?	CC0	svg,png	curl -O https://openclipart.org/download/352670/simple-butterfly-outline.svg
352669	happy-cute-green-dragon-singing-music-notes	?	CC0	svg,png	curl -O https://openclipart.org/download/352669/happy-cute-green-dragon-singing-music-notes.svg
352668	happy-cute-green-dragon-spewing-fire-flame	?	CC0	svg,png	curl -O https://openclipart.org/download/352668/happy-cute-green-dragon-spewing-fire-flame.svg
352667	simple-flat-hearts-love-is-in-the-air	?	CC0	svg,png	curl -O https://openclipart.org/download/352667/simple-flat-hearts-love-is-in-the-air.svg
352666	simple-flower-head-clipart	?	CC0	svg,png	curl -O https://openclipart.org/download/352666/simple-flower-head-clipart.svg
352665	simple-detailed-butterfly-clipart	?	CC0	svg,png	curl -O https://openclipart.org/download/352665/simple-detailed-butterfly-clipart.svg
352664	simple-butterfly-clipart	?	CC0	svg,png	curl -O https://openclipart.org/download/352664/simple-butterfly-clipart.svg
352663	8-bit-buddha	?	CC0	svg,png	curl -O https://openclipart.org/download/352663/8-bit-buddha.svg
352662	film-frame	?	CC0	svg,png	curl -O https://openclipart.org/download/352662/film-frame.svg
352661	jackie-chan	?	CC0	svg,png	curl -O https://openclipart.org/download/352661/jackie-chan.svg
352660	go-go-girls-black-and-white-version	?	CC0	svg,png	curl -O https://openclipart.org/download/352660/go-go-girls-black-and-white-version.svg
352659	circle-roll-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352659/circle-roll-animation.svg
352658	face	?	CC0	svg,png	curl -O https://openclipart.org/download/352658/face.svg
352657	rockery	?	CC0	svg,png	curl -O https://openclipart.org/download/352657/rockery.svg
352656	rockery	?	CC0	svg,png	curl -O https://openclipart.org/download/352656/rockery.svg
352654	baruch-herr-bernsohn	?	CC0	svg,png	curl -O https://openclipart.org/download/352654/baruch-herr-bernsohn.svg
352651	sonrisa	?	CC0	svg,png	curl -O https://openclipart.org/download/352651/sonrisa.svg
352650	candle	?	CC0	svg,png	curl -O https://openclipart.org/download/352650/candle.svg
352649	home	?	CC0	svg,png	curl -O https://openclipart.org/download/352649/home.svg
352648	cloud	?	CC0	svg,png	curl -O https://openclipart.org/download/352648/cloud.svg
352645	bee-with-honey-colour-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352645/bee-with-honey-colour-remix.svg
352644	khereduankh	?	CC0	svg,png	curl -O https://openclipart.org/download/352644/khereduankh.svg
352643	sphinx	?	CC0	svg,png	curl -O https://openclipart.org/download/352643/sphinx.svg
352642	deer-and-girl-colour-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352642/deer-and-girl-colour-remix.svg
352640	kalash	?	CC0	svg,png	curl -O https://openclipart.org/download/352640/kalash.svg
352638	geisha-li	?	CC0	svg,png	curl -O https://openclipart.org/download/352638/geisha-li.svg
352602	spiral-tiling	?	CC0	svg,png	curl -O https://openclipart.org/download/352602/spiral-tiling.svg
352601	spiral-hair	?	CC0	svg,png	curl -O https://openclipart.org/download/352601/spiral-hair.svg
352600	wooden-rocking-horse-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352600/wooden-rocking-horse-animation.svg
352599	congruency-puzzle-1	?	CC0	svg,png	curl -O https://openclipart.org/download/352599/congruency-puzzle-1.svg
352598	red-king	?	CC0	svg,png	curl -O https://openclipart.org/download/352598/red-king.svg
352597	wiccan-syzygy	?	CC0	svg,png	curl -O https://openclipart.org/download/352597/wiccan-syzygy.svg
352596	moga-drinking	?	CC0	svg,png	curl -O https://openclipart.org/download/352596/moga-drinking.svg
352595	girl-and-dog-all-year-long	?	CC0	svg,png	curl -O https://openclipart.org/download/352595/girl-and-dog-all-year-long.svg
352594	wooden-hobby-horse	?	CC0	svg,png	curl -O https://openclipart.org/download/352594/wooden-hobby-horse.svg
352593	three-girls-watch-one-girl	?	CC0	svg,png	curl -O https://openclipart.org/download/352593/three-girls-watch-one-girl.svg
352592	pirate-dance-colour-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352592/pirate-dance-colour-remix.svg
352591	couple-embraces	?	CC0	svg,png	curl -O https://openclipart.org/download/352591/couple-embraces.svg
352590	man-smoking-in-a-circle	?	CC0	svg,png	curl -O https://openclipart.org/download/352590/man-smoking-in-a-circle.svg
352589	school-kids-frame	?	CC0	svg,png	curl -O https://openclipart.org/download/352589/school-kids-frame.svg
352588	sunflowers-and-a-skull	?	CC0	svg,png	curl -O https://openclipart.org/download/352588/sunflowers-and-a-skull.svg
352587	roses-and-skull	?	CC0	svg,png	curl -O https://openclipart.org/download/352587/roses-and-skull.svg
352586	capoeira-silhouettes	?	CC0	svg,png	curl -O https://openclipart.org/download/352586/capoeira-silhouettes.svg
352585	carmen-miranda	?	CC0	svg,png	curl -O https://openclipart.org/download/352585/carmen-miranda.svg
352584	skull-with-horns-and-a-fangs	?	CC0	svg,png	curl -O https://openclipart.org/download/352584/skull-with-horns-and-a-fangs.svg
352583	circle-a-red-version	?	CC0	svg,png	curl -O https://openclipart.org/download/352583/circle-a-red-version.svg
352582	construct-square-animation2	?	CC0	svg,png	curl -O https://openclipart.org/download/352582/construct-square-animation2.svg
352581	construct-square-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352581/construct-square-animation.svg
352579	ortolan-bunting	?	CC0	svg,png	curl -O https://openclipart.org/download/352579/ortolan-bunting.svg
352576	red-vw-bug	?	CC0	svg,png	curl -O https://openclipart.org/download/352576/red-vw-bug.svg
352575	ejsoons-logo-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352575/ejsoons-logo-animation.svg
352574	plage-braille	?	CC0	svg,png	curl -O https://openclipart.org/download/352574/plage-braille.svg
352572	sapodilla	?	CC0	svg,png	curl -O https://openclipart.org/download/352572/sapodilla.svg
352571	sapodilla	?	CC0	svg,png	curl -O https://openclipart.org/download/352571/sapodilla.svg
352570	geometric-pattern	?	CC0	svg,png	curl -O https://openclipart.org/download/352570/geometric-pattern.svg
352569	geometric-pattern	?	CC0	svg,png	curl -O https://openclipart.org/download/352569/geometric-pattern.svg
352568	geometric-pattern	?	CC0	svg,png	curl -O https://openclipart.org/download/352568/geometric-pattern.svg
352567	geometric-pattern	?	CC0	svg,png	curl -O https://openclipart.org/download/352567/geometric-pattern.svg
352636	tumpeng	?	CC0	svg,png	curl -O https://openclipart.org/download/352636/tumpeng.svg
352635	yellow-watermelon	?	CC0	svg,png	curl -O https://openclipart.org/download/352635/yellow-watermelon.svg
352634	cherry-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352634/cherry-isolated.svg
352633	coconut-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352633/coconut-isolated.svg
352632	watermelon-slice-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352632/watermelon-slice-isolated.svg
352631	apples-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352631/apples-isolated.svg
352630	orange-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352630/orange-isolated.svg
352629	pears-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352629/pears-isolated.svg
352628	papaya-isolated	?	CC0	svg,png	curl -O https://openclipart.org/download/352628/papaya-isolated.svg
352626	south-carolina-symbols	?	CC0	svg,png	curl -O https://openclipart.org/download/352626/south-carolina-symbols.svg
352625	crown-symbol-with-bent-tine	?	CC0	svg,png	curl -O https://openclipart.org/download/352625/crown-symbol-with-bent-tine.svg
352624	avocado-toast	?	CC0	svg,png	curl -O https://openclipart.org/download/352624/avocado-toast.svg
352623	nepali-flag	?	CC0	svg,png	curl -O https://openclipart.org/download/352623/nepali-flag.svg
352622	double-fried-egg	?	CC0	svg,png	curl -O https://openclipart.org/download/352622/double-fried-egg.svg
352621	snakeroot	?	CC0	svg,png	curl -O https://openclipart.org/download/352621/snakeroot.svg
352620	energy-sources	?	CC0	svg,png	curl -O https://openclipart.org/download/352620/energy-sources.svg
352619	retro-open-fridge	?	CC0	svg,png	curl -O https://openclipart.org/download/352619/retro-open-fridge.svg
352618	flower-dress-flapper	?	CC0	svg,png	curl -O https://openclipart.org/download/352618/flower-dress-flapper.svg
352617	tennis-players-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352617/tennis-players-remix.svg
352615	man-playing-tennis	?	CC0	svg,png	curl -O https://openclipart.org/download/352615/man-playing-tennis.svg
352614	chef-lady-frame	?	CC0	svg,png	curl -O https://openclipart.org/download/352614/chef-lady-frame.svg
352613	woman-opens-door	?	CC0	svg,png	curl -O https://openclipart.org/download/352613/woman-opens-door.svg
352612	four-women-in-undergarments	?	CC0	svg,png	curl -O https://openclipart.org/download/352612/four-women-in-undergarments.svg
352611	man-with-suit-colour-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352611/man-with-suit-colour-remix.svg
352610	bodyboard-girl	?	CC0	svg,png	curl -O https://openclipart.org/download/352610/bodyboard-girl.svg
352609	living-room	?	CC0	svg,png	curl -O https://openclipart.org/download/352609/living-room.svg
352608	living-room	?	CC0	svg,png	curl -O https://openclipart.org/download/352608/living-room.svg
352607	living-room	?	CC0	svg,png	curl -O https://openclipart.org/download/352607/living-room.svg
352606	freshwater-green-algae	?	CC0	svg,png	curl -O https://openclipart.org/download/352606/freshwater-green-algae.svg
352605	punk-singer	?	CC0	svg,png	curl -O https://openclipart.org/download/352605/punk-singer.svg
352604	lady-encoding-data	?	CC0	svg,png	curl -O https://openclipart.org/download/352604/lady-encoding-data.svg
352603	mayfly-nymph	?	CC0	svg,png	curl -O https://openclipart.org/download/352603/mayfly-nymph.svg
352566	geometric-pattern	?	CC0	svg,png	curl -O https://openclipart.org/download/352566/geometric-pattern.svg
352565	golden-angle-rotate-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352565/golden-angle-rotate-animation.svg
352564	a-black-white-rotate-animation2	?	CC0	svg,png	curl -O https://openclipart.org/download/352564/a-black-white-rotate-animation2.svg
352563	a-black-white-rotate-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352563/a-black-white-rotate-animation.svg
352562	two-cross-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352562/two-cross-animation.svg
352561	cross-animate	?	CC0	svg,png	curl -O https://openclipart.org/download/352561/cross-animate.svg
352560	taichi-rotate-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352560/taichi-rotate-animation.svg
352559	exercising-lady	?	CC0	svg,png	curl -O https://openclipart.org/download/352559/exercising-lady.svg
352558	pizza-with-text	?	CC0	svg,png	curl -O https://openclipart.org/download/352558/pizza-with-text.svg
352557	melty-pizza-with-text	?	CC0	svg,png	curl -O https://openclipart.org/download/352557/melty-pizza-with-text.svg
352556	just-start-to-dance-text	?	CC0	svg,png	curl -O https://openclipart.org/download/352556/just-start-to-dance-text.svg
352555	halloween-landscape-colour-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352555/halloween-landscape-colour-remix.svg
352554	woman-with-skull	?	CC0	svg,png	curl -O https://openclipart.org/download/352554/woman-with-skull.svg
352553	skewing-with-lilypond	?	CC0	svg,png	curl -O https://openclipart.org/download/352553/skewing-with-lilypond.svg
352552	reguler-octagon-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352552/reguler-octagon-animation.svg
352551	triangle-transform-to-square-animation2	?	CC0	svg,png	curl -O https://openclipart.org/download/352551/triangle-transform-to-square-animation2.svg
352550	triangle-transform-to-square-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352550/triangle-transform-to-square-animation.svg
352549	man-and-a-pachinko-machine	?	CC0	svg,png	curl -O https://openclipart.org/download/352549/man-and-a-pachinko-machine.svg
352548	man-with-an-electric-guitar	?	CC0	svg,png	curl -O https://openclipart.org/download/352548/man-with-an-electric-guitar.svg
352547	think-colour-remix	?	CC0	svg,png	curl -O https://openclipart.org/download/352547/think-colour-remix.svg
352546	david-rey-brull	?	CC0	svg,png	curl -O https://openclipart.org/download/352546/david-rey-brull.svg
352545	dissecting-a-regular-pentagon-into-a-square	?	CC0	svg,png	curl -O https://openclipart.org/download/352545/dissecting-a-regular-pentagon-into-a-square.svg
352544	pink-flower	?	CC0	svg,png	curl -O https://openclipart.org/download/352544/pink-flower.svg
352543	rainbow-pinwheel-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352543/rainbow-pinwheel-animation.svg
352541	infinite-cross-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352541/infinite-cross-animation.svg
352540	k%C4%81k%C4%81-silhouettes	?	CC0	svg,png	curl -O https://openclipart.org/download/352540/k%C4%81k%C4%81-silhouettes.svg
352539	dodecation-transform-to-a-ring	?	CC0	svg,png	curl -O https://openclipart.org/download/352539/dodecation-transform-to-a-ring.svg
352538	reguler-dodecagon-animation3	?	CC0	svg,png	curl -O https://openclipart.org/download/352538/reguler-dodecagon-animation3.svg
352537	reguler-dodecagon-animation2	?	CC0	svg,png	curl -O https://openclipart.org/download/352537/reguler-dodecagon-animation2.svg
352536	slow-computing	?	CC0	svg,png	curl -O https://openclipart.org/download/352536/slow-computing.svg
352533	snail-escargot-decroissance	?	CC0	svg,png	curl -O https://openclipart.org/download/352533/snail-escargot-decroissance.svg
352531	baby-with-a-gun	?	CC0	svg,png	curl -O https://openclipart.org/download/352531/baby-with-a-gun.svg
352530	lady-with-new-shoes	?	CC0	svg,png	curl -O https://openclipart.org/download/352530/lady-with-new-shoes.svg
352529	two-businessmen-passing-cash	?	CC0	svg,png	curl -O https://openclipart.org/download/352529/two-businessmen-passing-cash.svg
352528	young-girl-reading-in-a-bed	?	CC0	svg,png	curl -O https://openclipart.org/download/352528/young-girl-reading-in-a-bed.svg
352527	watermelon-and-vines	?	CC0	svg,png	curl -O https://openclipart.org/download/352527/watermelon-and-vines.svg
352525	watermelon-lady-frame	?	CC0	svg,png	curl -O https://openclipart.org/download/352525/watermelon-lady-frame.svg
352524	usa-flag-of-the-people	?	CC0	svg,png	curl -O https://openclipart.org/download/352524/usa-flag-of-the-people.svg
352523	we-the-people-from-the-united-states-constitution-preamble	?	CC0	svg,png	curl -O https://openclipart.org/download/352523/we-the-people-from-the-united-states-constitution-preamble.svg
352521	lady-with-watermelon	?	CC0	svg,png	curl -O https://openclipart.org/download/352521/lady-with-watermelon.svg
352520	geldsack	?	CC0	svg,png	curl -O https://openclipart.org/download/352520/geldsack.svg
352518	reguler-dodecagon-animation	?	CC0	svg,png	curl -O https://openclipart.org/download/352518/reguler-dodecagon-animation.svg
352517	al-generated-michael-jackson-portrait-9	?	CC0	svg,png	curl -O https://openclipart.org/download/352517/al-generated-michael-jackson-portrait-9.svg
352516	al-generated-michael-jackson-portrait-8	?	CC0	svg,png	curl -O https://openclipart.org/download/352516/al-generated-michael-jackson-portrait-8.svg
352515	al-generated-michael-jackson-portrait-6	?	CC0	svg,png	curl -O https://openclipart.org/download/352515/al-generated-michael-jackson-portrait-6.svg
352514	al-generated-michael-jackson-portrait-5	?	CC0	svg,png	curl -O https://openclipart.org/download/352514/al-generated-michael-jackson-portrait-5.svg
352513	al-generated-michael-jackson-portrait-4	?	CC0	svg,png	curl -O https://openclipart.org/download/352513/al-generated-michael-jackson-portrait-4.svg
