goi	ten	tac_gia	license	cach_lay
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	road_corner	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	road_corner_curved	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	road_junction	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	road_straight	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	road_straight_crossing	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	road_tsplit	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	streetlight	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	trafficlight_A	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	trafficlight_B	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	trafficlight_C	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	trash_A	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	trash_B	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/fbx (unity)	watertower	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	base	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	bench	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	box_A	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	box_B	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_A	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_A_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_B	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_B_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_C	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_C_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_D	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_D_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_E	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_E_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_F	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_F_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_G	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_G_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_H	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	building_H_withoutBase	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	bush	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	car_hatchback	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	car_police	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	car_sedan	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	car_stationwagon	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
assets_source/city-builder-bits/KayKit_City_Builder_Bits_1.0_FREE/Assets/gltf	car_taxi	kaylousberg	CC0 (theo bo loc itch - kiem lai LICENSE trong goi)	node tools/tai_itch.mjs kaylousberg/city-builder-bits  (o repo quoc-chien)
