duong_dan	ten	tac_gia	license	loai	cach_lay
/content/eyes-sword-game-weapon	Eyes Sword Game Weapon	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/eyes-sword-game-weapon roi tai tay
/content/maibox-sprite-pack	Maibox Sprite Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/maibox-sprite-pack roi tai tay
/content/brick-2d-tileset-sidescrollerplatformer-16x16-de	Brick 2D Tileset Sidescroller/Platformer 16x16 - DE	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/brick-2d-tileset-sidescrollerplatformer-16x16-de roi tai tay
/content/sky-backgrounds	Sky Backgrounds	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/sky-backgrounds roi tai tay
/content/billiard-balls-set-01	Billiard Balls - Set 01	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/billiard-balls-set-01 roi tai tay
/content/mountain-base-tileset-nes-8-bit-style	Mountain Base Tileset (NES 8-bit style)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/mountain-base-tileset-nes-8-bit-style roi tai tay
/content/top-down-wolfbeast-animated	Top down wolfbeast, animated	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/top-down-wolfbeast-animated roi tai tay
/content/bold-white-font	Bold White Font	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bold-white-font roi tai tay
/content/ui-game-icons	UI Game Icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ui-game-icons roi tai tay
/content/blonde-anime-girl-0	blonde anime girl	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/blonde-anime-girl-0 roi tai tay
/content/150-buttons-for-ui	150 Buttons for UI	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/150-buttons-for-ui roi tai tay
/content/muzzle-flash	Muzzle Flash	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/muzzle-flash roi tai tay
/content/32bitbasictileset	32Bit_BasicTileSet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/32bitbasictileset roi tai tay
/content/toon-blast	Toon Blast	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/toon-blast roi tai tay
/content/24x32-fishing-rod-assets-works-with-peppercarrot-cabbit-sprites	24x32 Fishing Rod Assets - (works with Pepper&Carrot Cabbit Sprites)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/24x32-fishing-rod-assets-works-with-peppercarrot-cabbit-sprites roi tai tay
/content/lpc-celestial-wizard-hats	[LPC] Celestial Wizard Hats	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-celestial-wizard-hats roi tai tay
/content/propeller-airplane-sprite	Propeller airplane sprite	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/propeller-airplane-sprite roi tai tay
/content/spritesheet-explosion	Spritesheet explosion	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/spritesheet-explosion roi tai tay
/content/all-gfx-assets-from-crosstown-smash	All GFX assets from Crosstown Smash!	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/all-gfx-assets-from-crosstown-smash roi tai tay
/content/well-2	Well	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/well-2 roi tai tay
/content/coloured-particle-explosions	Coloured Particle Explosions	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/coloured-particle-explosions roi tai tay
/content/dimensional-set	Dimensional Set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dimensional-set roi tai tay
/content/2d-circle-graphic-archive-encintgif	2D Circle Graphic Archive: ENCINT.GIF	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-circle-graphic-archive-encintgif roi tai tay
/content/plataform-walk-jump-animation-side-view	Plataform Walk + Jump animation - Side View	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/plataform-walk-jump-animation-side-view roi tai tay
/content/loyalty-lies-monsters-earth-monster-14	Loyalty Lies Monsters - Earth Monster 14	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/loyalty-lies-monsters-earth-monster-14 roi tai tay
/content/netslash-ui-stuff	NetSlash UI stuff	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/netslash-ui-stuff roi tai tay
/content/space-shooter-ship-and-items	Space Shooter - ship and items	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/space-shooter-ship-and-items roi tai tay
/content/wooden-planks-connecting-tileset-16x16	Wooden Planks [Connecting Tileset] [16x16]	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/wooden-planks-connecting-tileset-16x16 roi tai tay
/content/wartotaur-4-directions	Wartotaur (4 directions)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/wartotaur-4-directions roi tai tay
/content/glossy-font-11x16	Glossy font 11x16	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/glossy-font-11x16 roi tai tay
/content/gui-pack-0	GUI Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/gui-pack-0 roi tai tay
/content/iron-plague-ship2bmp	Iron Plague: ship2.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/iron-plague-ship2bmp roi tai tay
/content/16x16-character-animations-side-view	16x16 Character Animations Side-view	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x16-character-animations-side-view roi tai tay
/content/colorful-number-characters-ardentryst	Colorful Number Characters (Ardentryst)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/colorful-number-characters-ardentryst roi tai tay
/content/holiday-bow	Holiday Bow	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/holiday-bow roi tai tay
/content/robot-2	Robot	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/robot-2 roi tai tay
/content/pixel-art-faces	Pixel Art Faces	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-art-faces roi tai tay
/content/anime-lpc-hair	Anime LPC Hair	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/anime-lpc-hair roi tai tay
/content/terra-arcana-scifi-art-pack	Terra Arcana SciFi art pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/terra-arcana-scifi-art-pack roi tai tay
/content/2d-clouds-pack	2D Clouds Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-clouds-pack roi tai tay
/content/female-5-8-directions-character-carrying-gun-nes-style	Female 5 (8) directions character carrying gun, NES style	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/female-5-8-directions-character-carrying-gun-nes-style roi tai tay
/content/rpg-path-tile-mask	RPG Path Tile Mask	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/rpg-path-tile-mask roi tai tay
/content/platformer-2d-stone-brick-tile	Platformer 2D Stone Brick Tile	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/platformer-2d-stone-brick-tile roi tai tay
/content/chests	Chests	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/chests roi tai tay
/content/sample-rpg-ennemy-sprite-pack	SAMPLE Rpg ennemy sprite pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/sample-rpg-ennemy-sprite-pack roi tai tay
/content/32x32px-5-colors-pumpkins	32x32px 5 colors pumpkins	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/32x32px-5-colors-pumpkins roi tai tay
/content/dog-fighter-addon2-assault-rifle-kit	Dog Fighter Addon2[ Assault Rifle Kit ]	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dog-fighter-addon2-assault-rifle-kit roi tai tay
/content/axe-survival-tool	Axe Survival Tool	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/axe-survival-tool roi tai tay
/content/squire-job-set	Squire Job set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/squire-job-set roi tai tay
/content/space-base-tile	Space base tile	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/space-base-tile roi tai tay
/content/vector-moon	Vector Moon	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/vector-moon roi tai tay
/content/mage-rework	Mage Rework	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/mage-rework roi tai tay
/content/school-supplies	School Supplies	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/school-supplies roi tai tay
/content/loyalty-lies-monsters-chaos-monster-02	Loyalty Lies Monsters - Chaos Monster 02	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/loyalty-lies-monsters-chaos-monster-02 roi tai tay
/content/palmjungle-trees-for-32x32-tileset	Palm/Jungle trees for 32x32 tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/palmjungle-trees-for-32x32-tileset roi tai tay
/content/cute-platformer-tilesets-backgrounds	Cute Platformer Tilesets + Backgrounds	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cute-platformer-tilesets-backgrounds roi tai tay
/content/goldenemblems	GoldenEmblems	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/goldenemblems roi tai tay
/content/isometric-apartment-2	Isometric apartment 2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-apartment-2 roi tai tay
/content/pixelated-carnivorous-plant	Pixelated Carnivorous Plant	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixelated-carnivorous-plant roi tai tay
/content/3flames-sprite-strip	3flames sprite strip	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/3flames-sprite-strip roi tai tay
/content/medieval-building-05-bleeds-game-art	Medieval Building 05 - Bleed's Game Art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/medieval-building-05-bleeds-game-art roi tai tay
/content/16x16-simple-tilemap	16x16 Simple tilemap	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/16x16-simple-tilemap roi tai tay
/content/spear-3	Spear	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/spear-3 roi tai tay
/content/shift-animated-classic-hero-edit	Shift [Animated] - Classic Hero Edit	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/shift-animated-classic-hero-edit roi tai tay
/content/coat-of-arms-set	Coat Of Arms Set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/coat-of-arms-set roi tai tay
/content/chest-and-key	Chest and Key	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/chest-and-key roi tai tay
/content/a-couple-pyrite-peices	A couple pyrite peices	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/a-couple-pyrite-peices roi tai tay
/content/welcomer	Welcomer	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/welcomer roi tai tay
/content/small-spacecraft	Small Spacecraft	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/small-spacecraft roi tai tay
/content/farmer-bleeds-game-art	Farmer - Bleed's Game Art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/farmer-bleeds-game-art roi tai tay
/content/light-the-dark-away-assets	Light the Dark Away Assets	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/light-the-dark-away-assets roi tai tay
/content/a-lolita-fashion-of-chinese-style	A Lolita Fashion Of Chinese-Style	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/a-lolita-fashion-of-chinese-style roi tai tay
/content/vector-house	Vector house	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/vector-house roi tai tay
/content/monster-pack-11-remix	Monster Pack 11 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-11-remix roi tai tay
/content/monster-pack-22-remix	Monster Pack 22 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-22-remix roi tai tay
/content/ktd-art	KTD Art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ktd-art roi tai tay
/content/hacker-sprites	Hacker sprites	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/hacker-sprites roi tai tay
/content/jumping-sandwich	Jumping sandwich	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/jumping-sandwich roi tai tay
/content/miscellaneous-collection-of-tiny-items	Miscellaneous Collection of Tiny Items	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/miscellaneous-collection-of-tiny-items roi tai tay
/content/obsidius-the-charred-ringed-planet	Obsidius, the Charred Ringed Planet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/obsidius-the-charred-ringed-planet roi tai tay
/content/half-a-city-background	Half a City Background	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/half-a-city-background roi tai tay
/content/the-spookiest-skeleton	The Spookiest Skeleton	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/the-spookiest-skeleton roi tai tay
/content/cannon	Cannon	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cannon roi tai tay
/content/boss-rooster	Boss Rooster	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/boss-rooster roi tai tay
/content/helicopter-3	Helicopter	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/helicopter-3 roi tai tay
/content/medieval-strategy-tileset-size-16x16-hexagonal	Medieval Strategy Tileset (Size: 16x16 | Hexagonal)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/medieval-strategy-tileset-size-16x16-hexagonal roi tai tay
/content/2d-circle-graphic-archive-grs2rocbmp	2D Circle Graphic Archive: GRS2ROC.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-circle-graphic-archive-grs2rocbmp roi tai tay
/content/symbols-and-icons	Symbols and icons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/symbols-and-icons roi tai tay
/content/spaceship-2d	Spaceship 2D	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/spaceship-2d roi tai tay
/content/building-animation-from-c42	Building Animation from C42	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/building-animation-from-c42 roi tai tay
/content/black-and-orange-gui-pack	Black and Orange gui pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/black-and-orange-gui-pack roi tai tay
/content/bloodbug	BloodBug	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bloodbug roi tai tay
/content/monster-pack-12-remix	Monster Pack 12 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-12-remix roi tai tay
/content/vector-eye-collection-01	Vector eye collection 01	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/vector-eye-collection-01 roi tai tay
/content/2d-old-game-of-mine-tanuki	2D old game of mine (TANUKI)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-old-game-of-mine-tanuki roi tai tay
/content/red-spikes-animated	Red spikes [Animated]	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/red-spikes-animated roi tai tay
/content/12-new-potion-flacons	12 New Potion Flacons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/12-new-potion-flacons roi tai tay
/content/bomb-2	Bomb	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bomb-2 roi tai tay
/content/spinning-coin-animation-atlas	Spinning Coin Animation (atlas)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/spinning-coin-animation-atlas roi tai tay
/content/monster-pack-1-remix	Monster Pack 1 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-1-remix roi tai tay
/content/doomed-looters-main-characters	Doomed Looters main characters	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/doomed-looters-main-characters roi tai tay
/content/waist-up-monk	waist up monk	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/waist-up-monk roi tai tay
/content/2d-soldier-character	2d Soldier Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-soldier-character roi tai tay
/content/death	Death	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/death roi tai tay
/content/warlock-staffs-source-included	Warlock staffs [Source included]	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/warlock-staffs-source-included roi tai tay
/content/mage-rods-set	Mage rods set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/mage-rods-set roi tai tay
/content/shpong-game	Shpong game	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/shpong-game roi tai tay
/content/rpg-weapons-and-tools	RPG Weapons and tools	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/rpg-weapons-and-tools roi tai tay
/content/fairy-avatars-pixel-art	Fairy Avatars Pixel Art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fairy-avatars-pixel-art roi tai tay
/content/rpg-gui-block-element	RPG GUI block element	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/rpg-gui-block-element roi tai tay
/content/cavalry-sprite-for-freesiege	cavalry sprite for freeSiege	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cavalry-sprite-for-freesiege roi tai tay
/content/flare-mod-slime-projectile	FLARE Mod - Slime Projectile	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/flare-mod-slime-projectile roi tai tay
/content/raw-resources-and-basic-goods	Raw Resources and Basic Goods	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/raw-resources-and-basic-goods roi tai tay
/content/pirate-graphics-for-puzzle-game	Pirate Graphics for Puzzle Game	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pirate-graphics-for-puzzle-game roi tai tay
/content/ui-element	UI Element	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/ui-element roi tai tay
/content/bernie-dog-knight	Bernie- Dog Knight	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bernie-dog-knight roi tai tay
/content/monster-pack-14-remix	Monster Pack 14 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-14-remix roi tai tay
/content/the-lost-library	The Lost Library	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/the-lost-library roi tai tay
/content/five-armed-candelabrum	Five Armed Candelabrum	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/five-armed-candelabrum roi tai tay
/content/garnetos-the-red-ringed-planet	Garnetos, the Red Ringed Planet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/garnetos-the-red-ringed-planet roi tai tay
/content/rocks-ships-stars-gold-and-more	Rocks, Ships, stars, gold, and more	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/rocks-ships-stars-gold-and-more roi tai tay
/content/knight-job-set	Knight job set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/knight-job-set roi tai tay
/content/santa-rework	Santa Rework	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/santa-rework roi tai tay
/content/angry-chocolate-pixel-art	Angry Chocolate Pixel Art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/angry-chocolate-pixel-art roi tai tay
/content/more-rpg-enemies-foxblinks-upscale	More RPG enemies! - Foxblink's upscale	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/more-rpg-enemies-foxblinks-upscale roi tai tay
/content/2d-small-platformer-character	2d small platformer character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-small-platformer-character roi tai tay
/content/thunderbolt	Thunderbolt	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/thunderbolt roi tai tay
/content/fighter2-spaceship	Fighter2 spaceship	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fighter2-spaceship roi tai tay
/content/32x32-animated-space-ship	32x32 Animated Space Ship	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/32x32-animated-space-ship roi tai tay
/content/minish-cap-ish-tileset-fail	Minish Cap-ish tileset (FAIL)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/minish-cap-ish-tileset-fail roi tai tay
/content/monster-pack-17-remix	Monster Pack 17 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-17-remix roi tai tay
/content/spaceships-kaar	Spaceships KaaR	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/spaceships-kaar roi tai tay
/content/walking-animation	Walking animation	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/walking-animation roi tai tay
/content/grey-minotaur	Grey Minotaur	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/grey-minotaur roi tai tay
/content/isometric-barrels	Isometric Barrels	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-barrels roi tai tay
/content/medieval-set	Medieval Set	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/medieval-set roi tai tay
/content/streets-ny-v-097	Streets NY (V 0.97)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/streets-ny-v-097 roi tai tay
/content/lpc-expanded-xlong-hair	[LPC Expanded] Xlong Hair	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/lpc-expanded-xlong-hair roi tai tay
/content/2d-circle-graphic-archive-townbotbmp	2D Circle Graphic Archive: TOWNBOT.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-circle-graphic-archive-townbotbmp roi tai tay
/content/hexalium	Hexalium	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/hexalium roi tai tay
/content/castle-2d	Castle 2D	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/castle-2d roi tai tay
/content/minotaur-shaman-spritesheet	Minotaur shaman spritesheet	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/minotaur-shaman-spritesheet roi tai tay
/content/coin-icon	Coin Icon	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/coin-icon roi tai tay
/content/snowman-character	Snowman Character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/snowman-character roi tai tay
/content/portrait-pack	Portrait Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/portrait-pack roi tai tay
/content/sword-dialog-box	Sword Dialog Box	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/sword-dialog-box roi tai tay
/content/iron-plague-cargo1bmp	Iron Plague: Cargo1.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/iron-plague-cargo1bmp roi tai tay
/content/hard-vacuum-intoptn2	Hard Vacuum: IntOptn2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/hard-vacuum-intoptn2 roi tai tay
/content/wasp-npc-and-tree	Wasp NPC and Tree	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/wasp-npc-and-tree roi tai tay
/content/pixel-running-reference	Pixel Running Reference	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-running-reference roi tai tay
/content/weapons	weapons	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/weapons roi tai tay
/content/fancy-dungeon-tileset	Fancy Dungeon Tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/fancy-dungeon-tileset roi tai tay
/content/pixel-tileset-0	Pixel Tileset	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pixel-tileset-0 roi tai tay
/content/bird-and-explosion	Bird and Explosion	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bird-and-explosion roi tai tay
/content/snowglobe-resource-pack	Snowglobe Resource Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/snowglobe-resource-pack roi tai tay
/content/warrior-girl-2	Warrior Girl 2	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/warrior-girl-2 roi tai tay
/content/isometric-open-barrels	Isometric Open Barrels	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-open-barrels roi tai tay
/content/the-ptsd-demon-pack	The PTSD Demon Pack	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/the-ptsd-demon-pack roi tai tay
/content/generic-planet-green-gas-giant	Generic Planet Green Gas Giant	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/generic-planet-green-gas-giant roi tai tay
/content/2d-dungeon-wall-32px-db32-palette-brick-brown	2d Dungeon Wall (32px, DB32 palette): brick brown	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/2d-dungeon-wall-32px-db32-palette-brick-brown roi tai tay
/content/dog-running	Dog running	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/dog-running roi tai tay
/content/space-plateforme	Space Plateforme	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/space-plateforme roi tai tay
/content/bomb-2d	Bomb 2D	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/bomb-2d roi tai tay
/content/night-forest-background	Night forest background	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/night-forest-background roi tai tay
/content/katana-1	Katana	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/katana-1 roi tai tay
/content/street-lamp	Street Lamp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/street-lamp roi tai tay
/content/monster-pack-20-remix	Monster Pack 20 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-20-remix roi tai tay
/content/programmer-character-sprites	Programmer character sprites	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/programmer-character-sprites roi tai tay
/content/spinning-glassy-shapes	Spinning glassy shapes	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/spinning-glassy-shapes roi tai tay
/content/snow-house	Snow House	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/snow-house roi tai tay
/content/the-rad-slr	The Rad-SLR	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/the-rad-slr roi tai tay
/content/pulsar-anim	Pulsar (Anim)	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/pulsar-anim roi tai tay
/content/egyptian-evil-fortress-graphics	Egyptian Evil Fortress Graphics	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/egyptian-evil-fortress-graphics roi tai tay
/content/free-match-3-game-ui-royal-matching-3-game-puzzle-game-ui-merge-items-mdweller	Free match 3 game UI Royal matching 3 game puzzle game UI merge items MDWELLER	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/free-match-3-game-ui-royal-matching-3-game-puzzle-game-ui-merge-items-mdweller roi tai tay
/content/iron-plague-bulletsbmp	Iron Plague: Bullets.bmp	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/iron-plague-bulletsbmp roi tai tay
/content/time-canon-sprites-svg	Time Canon Sprites SVG	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/time-canon-sprites-svg roi tai tay
/content/11-portraits-108px	11 portraits -108px	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/11-portraits-108px roi tai tay
/content/black-knight	Black Knight	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/black-knight roi tai tay
/content/monster-pack-10-remix	Monster Pack 10 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-10-remix roi tai tay
/content/monster-pack-21-remix	Monster Pack 21 Remix	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/monster-pack-21-remix roi tai tay
/content/little-submarine	LIttle Submarine	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/little-submarine roi tai tay
/content/flatboy-8bit-animated-character	Flatboy - 8bit animated character	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/flatboy-8bit-animated-character roi tai tay
/content/office-house-and-hotel-zelda-style-game-boy	Office, House and Hotel Zelda-style Game boy	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/office-house-and-hotel-zelda-style-game-boy roi tai tay
/content/planetcute-chest-closedpng	PlanetCute: Chest Closed.png	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/planetcute-chest-closedpng roi tai tay
/content/smileys	Smileys	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/smileys roi tai tay
/content/html5-game-logo	HTML5 Game Logo	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/html5-game-logo roi tai tay
/content/cobra	Cobra	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/cobra roi tai tay
/content/random-pixel-art	random pixel art	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/random-pixel-art roi tai tay
/content/isometric-winebeer-barrel	Isometric wine/beer barrel	?	CC-BY 3.0	2D Art	mo https://opengameart.org/content/isometric-winebeer-barrel roi tai tay
