duong_dan	ten	tac_gia	license	loai	cach_lay
/content/death-sounds	Death Sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/death-sounds roi tai tay
/content/12-ambient-machine-sounds	12 Ambient Machine Sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/12-ambient-machine-sounds roi tai tay
/content/monster-and-creatures-sound-effects-pack-001	Monster and Creatures Sound Effects PACK 001	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/monster-and-creatures-sound-effects-pack-001 roi tai tay
/content/countdown	Countdown	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/countdown roi tai tay
/content/positive-item-pickup-yo-frankie	Positive Item Pickup (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/positive-item-pickup-yo-frankie roi tai tay
/content/dark-factory	Dark Factory	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/dark-factory roi tai tay
/content/car-engine-loop-96khz-4s	Car Engine Loop 96kHz, 4s	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/car-engine-loop-96khz-4s roi tai tay
/content/ui-failed-or-error	UI Failed or Error	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/ui-failed-or-error roi tai tay
/content/3-background-crash-explosion-bang-sounds	3 Background Crash Explosion Bang Sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/3-background-crash-explosion-bang-sounds roi tai tay
/content/retro-game-sounds-volume-1	RETRO GAME SOUNDS | VOLUME 1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/retro-game-sounds-volume-1 roi tai tay
/content/cute-cartoon-jump-sound-effect	Cute Cartoon Jump Sound Effect	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/cute-cartoon-jump-sound-effect roi tai tay
/content/osare-10-sound-pack	Osare .10 sound pack	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/osare-10-sound-pack roi tai tay
/content/funny-comic-cartoon-bounce-sound	Funny Comic Cartoon Bounce Sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/funny-comic-cartoon-bounce-sound roi tai tay
/content/8-bit-pickup-1	8-BIT Pickup #1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/8-bit-pickup-1 roi tai tay
/content/music-box-game-over-iii	Music Box Game Over III	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/music-box-game-over-iii roi tai tay
/content/breeze	Breeze	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/breeze roi tai tay
/content/birdsong-background-loop	Birdsong background loop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/birdsong-background-loop roi tai tay
/content/atari-booms	Atari Booms	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/atari-booms roi tai tay
/content/music-box-game-over-ii	Music Box Game Over II	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/music-box-game-over-ii roi tai tay
/content/acid-burn-sounds	Acid burn sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/acid-burn-sounds roi tai tay
/content/life-pickup-yo-frankie	Life Pickup (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/life-pickup-yo-frankie roi tai tay
/content/guttural-vocals	Guttural Vocals	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/guttural-vocals roi tai tay
/content/car-tire-squeal-skid-loop	Car tire squeal skid loop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/car-tire-squeal-skid-loop roi tai tay
/content/girly-scream	Girly Scream	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/girly-scream roi tai tay
/content/8-bit-powerup-1	8-BIT Powerup #1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/8-bit-powerup-1 roi tai tay
/content/coins-sounds	Coins Sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/coins-sounds roi tai tay
/content/goblin-death	Goblin Death	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/goblin-death roi tai tay
/content/coins-sound-effects-library	Coins Sound Effects Library	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/coins-sound-effects-library roi tai tay
/content/sci-fi-laser-fire-sfx	Sci-Fi Laser Fire SFX	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sci-fi-laser-fire-sfx roi tai tay
/content/dreaming	Dreaming	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/dreaming roi tai tay
/content/wgs-sound-fx-explosion-1	WGS Sound FX - Explosion 1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/wgs-sound-fx-explosion-1 roi tai tay
/content/generic-hero-effort-noises	Generic Hero Effort Noises	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/generic-hero-effort-noises roi tai tay
/content/knife-sharpening-slice-2	Knife sharpening slice 2	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/knife-sharpening-slice-2 roi tai tay
/content/falling-rock	Falling Rock	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/falling-rock roi tai tay
/content/sci-fi-drone-loop	Sci-Fi Drone Loop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sci-fi-drone-loop roi tai tay
/content/coin-sounds-0	Coin Sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/coin-sounds-0 roi tai tay
/content/birdsong-carduelis-carduelis-european-goldfinch	Birdsong Carduelis Carduelis European Goldfinch	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/birdsong-carduelis-carduelis-european-goldfinch roi tai tay
/content/2-metal-weapon-clicks	2 metal weapon clicks	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/2-metal-weapon-clicks roi tai tay
/content/sfxthrow	sfx_throw	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sfxthrow roi tai tay
/content/goblin-scream	Goblin Scream	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/goblin-scream roi tai tay
/content/single-and-multi-explosion	Single and Multi Explosion	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/single-and-multi-explosion roi tai tay
/content/aargh-male-screams	Aargh! (male screams)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/aargh-male-screams roi tai tay
/content/rocket-launch-0	Rocket Launch	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/rocket-launch-0 roi tai tay
/content/collaboration-sound-effects-shooting-sounds-002	Collaboration / Sound Effects Shooting sounds 002	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/collaboration-sound-effects-shooting-sounds-002 roi tai tay
/content/gui-sound-effects-8	GUI Sound Effects #8	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/gui-sound-effects-8 roi tai tay
/content/chirp-loop	Chirp loop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/chirp-loop roi tai tay
/content/falling	Falling	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/falling roi tai tay
/content/tree-falling-yo-frankie	Tree Falling (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/tree-falling-yo-frankie roi tai tay
/content/radio-death-sound	Radio Death Sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/radio-death-sound roi tai tay
/content/magic-smite	Magic Smite	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/magic-smite roi tai tay
/content/horror-noise1	Horror noise1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/horror-noise1 roi tai tay
/content/bubble-pop	Bubble Pop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/bubble-pop roi tai tay
/content/horror-hit	Horror Hit	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/horror-hit roi tai tay
/content/space-ship-engine-sounds	Space Ship engine sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/space-ship-engine-sounds roi tai tay
/content/button-clicks-beeps-99-sounds	Button Clicks & Beeps - [99 Sounds]	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/button-clicks-beeps-99-sounds roi tai tay
/content/cork	Cork	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/cork roi tai tay
/content/skweaks	Skweaks	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/skweaks roi tai tay
/content/female-rpg-character-voice-pack	Female RPG Character voice pack	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/female-rpg-character-voice-pack roi tai tay
/content/multiple-dice-rolling	Multiple Dice Rolling	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/multiple-dice-rolling roi tai tay
/content/scary-ghost-2	Scary ghost 2	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/scary-ghost-2 roi tai tay
/content/female-warrior-grunts	Female Warrior Grunts	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/female-warrior-grunts roi tai tay
/content/background-rumble-noise	Background Rumble Noise	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/background-rumble-noise roi tai tay
/content/space-shooter-sound-effects	space shooter sound effects	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/space-shooter-sound-effects roi tai tay
/content/female-warrior-cheer	Female Warrior Cheer	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/female-warrior-cheer roi tai tay
/content/mining-pick	Mining Pick	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/mining-pick roi tai tay
/content/book-pages	Book Pages	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/book-pages roi tai tay
/content/gui-sound-effects-4	GUI Sound Effects #4	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/gui-sound-effects-4 roi tai tay
/content/push-stone-boulder-yo-frankie	Push Stone Boulder (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/push-stone-boulder-yo-frankie roi tai tay
/content/footsteps	Footsteps	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/footsteps roi tai tay
/content/laser-lab-1-sneak-peak	Laser lab 1 sneak peak	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/laser-lab-1-sneak-peak roi tai tay
/content/racing-speed-boost-sound	Racing Speed Boost Sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/racing-speed-boost-sound roi tai tay
/content/goblin-breathing	Goblin Breathing	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/goblin-breathing roi tai tay
/content/ui-menu-open-and-close	UI Menu Open and Close	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/ui-menu-open-and-close roi tai tay
/content/loopable-horror-ambiance	Loopable Horror Ambiance	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/loopable-horror-ambiance roi tai tay
/content/blasteroids-sfx-pack	Blasteroids SFX Pack	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/blasteroids-sfx-pack roi tai tay
/content/robotic-transformations	Robotic Transformations	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/robotic-transformations roi tai tay
/content/cartoony-jump-and-bounce	Cartoony Jump and Bounce	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/cartoony-jump-and-bounce roi tai tay
/content/torch-fire-spell	Torch Fire Spell	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/torch-fire-spell roi tai tay
/content/byte-man-sfx-1	Byte Man SFX 1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/byte-man-sfx-1 roi tai tay
/content/bone-fall-ledge-climbing-impact-yo-frankie	Bone, Fall, Ledge Climbing, Impact (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/bone-fall-ledge-climbing-impact-yo-frankie roi tai tay
/content/rat-monster-screams	Rat Monster Screams	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/rat-monster-screams roi tai tay
/content/wall-impact	Wall Impact	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/wall-impact roi tai tay
/content/sound-effects-sfx031	Sound Effects | SFX031	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx031 roi tai tay
/content/ambientguitar001	AmbientGuitar_001	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/ambientguitar001 roi tai tay
/content/cartoonish-sound-for-throwing-things	Cartoonish sound for throwing things	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/cartoonish-sound-for-throwing-things roi tai tay
/content/cat-sfx	Cat SFX	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/cat-sfx roi tai tay
/content/retro-game-sounds-volume-2	RETRO GAME SOUNDS | VOLUME 2	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/retro-game-sounds-volume-2 roi tai tay
/content/engine-loop-heavy-vehicletank	Engine-loop heavy vehicle/tank	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/engine-loop-heavy-vehicletank roi tai tay
/content/leaves-cracking-and-crumbling	leaves cracking and crumbling	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/leaves-cracking-and-crumbling roi tai tay
/content/collision-nutfall-yo-frankie	Collision Nutfall (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/collision-nutfall-yo-frankie roi tai tay
/content/wind-loop	Wind Loop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/wind-loop roi tai tay
/content/pickupplastic-sound	Pickup/plastic Sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/pickupplastic-sound roi tai tay
/content/creaky-light-wooden-door	Creaky light wooden door	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/creaky-light-wooden-door roi tai tay
/content/spider-chattering	Spider Chattering	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/spider-chattering roi tai tay
/content/crossbow-sounds	Crossbow sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/crossbow-sounds roi tai tay
/content/collaboration-sound-effects-machine-001	Collaboration / Sound Effects Machine 001	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/collaboration-sound-effects-machine-001 roi tai tay
/content/backwards-button-press-ui-sound	Backwards Button Press (UI sound)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/backwards-button-press-ui-sound roi tai tay
/content/alert-sound-ui-sound	Alert Sound (UI Sound)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/alert-sound-ui-sound roi tai tay
/content/sound-effects-sfx007	Sound Effects | SFX007	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx007 roi tai tay
/content/sci-fi-openclose-interface-sfx	Sci-Fi Open/Close Interface SFX	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sci-fi-openclose-interface-sfx roi tai tay
/content/slime-monster	Slime Monster	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/slime-monster roi tai tay
/content/spooky-ambience-background	Spooky ambience background	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/spooky-ambience-background roi tai tay
/content/collaboration-sound-effects-shooting-sounds-001	Collaboration / Sound Effects Shooting sounds 001	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/collaboration-sound-effects-shooting-sounds-001 roi tai tay
/content/bubbling-acid	Bubbling Acid	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/bubbling-acid roi tai tay
/content/sprint-jumpinteraction-sound-yo-frankie	Sprint Jump/Interaction sound (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sprint-jumpinteraction-sound-yo-frankie roi tai tay
/content/body-hitting-ground	Body Hitting Ground	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/body-hitting-ground roi tai tay
/content/multiple-click-sounds-effects	Multiple Click sounds effects	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/multiple-click-sounds-effects roi tai tay
/content/8-bit-retro-sfx	8-bit Retro Sfx	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/8-bit-retro-sfx roi tai tay
/content/pick-up-item-yo-frankie	Pick up Item (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/pick-up-item-yo-frankie roi tai tay
/content/crickets	Crickets	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/crickets roi tai tay
/content/scifi-rts-status-vocals	SciFi RTS Status Vocals	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/scifi-rts-status-vocals roi tai tay
/content/wooden-debris	Wooden Debris	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/wooden-debris roi tai tay
/content/bell-sounds	Bell Sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/bell-sounds roi tai tay
/content/sheep-sound-bleats-yo-frankie	Sheep Sound Bleats (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sheep-sound-bleats-yo-frankie roi tai tay
/content/soldier-voice-acting	Soldier Voice Acting	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/soldier-voice-acting roi tai tay
/content/bonus-1	Bonus 1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/bonus-1 roi tai tay
/content/sound-effects-sfx002	Sound Effects | SFX002	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx002 roi tai tay
/content/scary-monster	Scary Monster	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/scary-monster roi tai tay
/content/gui-sound-effects-3	GUI Sound Effects #3	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/gui-sound-effects-3 roi tai tay
/content/various-alerts	Various Alerts	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/various-alerts roi tai tay
/content/alien-radio	Alien Radio	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/alien-radio roi tai tay
/content/18-sound-effects	18 Sound Effects	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/18-sound-effects roi tai tay
/content/sound-effects-sfx006	Sound Effects | SFX006	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx006 roi tai tay
/content/goblin-cackle	Goblin Cackle	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/goblin-cackle roi tai tay
/content/smithing-sound	Smithing Sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/smithing-sound roi tai tay
/content/chicken-sound-effect	Chicken Sound Effect	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/chicken-sound-effect roi tai tay
/content/screaming	Screaming	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/screaming roi tai tay
/content/scratch-speed	Scratch Speed	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/scratch-speed roi tai tay
/content/voice-test	voice test	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/voice-test roi tai tay
/content/noisy-blue-tit-birdsong	Noisy Blue Tit Birdsong	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/noisy-blue-tit-birdsong roi tai tay
/content/sound-effects-sfx008	Sound Effects | SFX008	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx008 roi tai tay
/content/dark-long-hits	Dark Long Hits	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/dark-long-hits roi tai tay
/content/inventory-bag	Inventory Bag	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/inventory-bag roi tai tay
/content/glass-bell-sounds	Glass Bell Sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/glass-bell-sounds roi tai tay
/content/airplane-prop-loop	Airplane Prop Loop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/airplane-prop-loop roi tai tay
/content/jump-sound-effect-yo-frankie	Jump Sound Effect (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/jump-sound-effect-yo-frankie roi tai tay
/content/quick-zap	Quick Zap	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/quick-zap roi tai tay
/content/magic-shield	Magic Shield	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/magic-shield roi tai tay
/content/aww-scream	aww scream	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/aww-scream roi tai tay
/content/whistle	Whistle	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/whistle roi tai tay
/content/mechanical-keyboard-sound	Mechanical keyboard sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/mechanical-keyboard-sound roi tai tay
/content/stop	Stop	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/stop roi tai tay
/content/collection-gun-sounds	A collection of gun sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/collection-gun-sounds roi tai tay
/content/forward-button-press-ui-sound	Forward Button Press (UI Sound)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/forward-button-press-ui-sound roi tai tay
/content/gui-sound-effects-5	GUI Sound Effects #5	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/gui-sound-effects-5 roi tai tay
/content/super-foley-pack	Super Foley Pack	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/super-foley-pack roi tai tay
/content/sound-effects-sfx033	Sound Effects | SFX033	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx033 roi tai tay
/content/single-bee-sound	Single Bee sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/single-bee-sound roi tai tay
/content/rock-walk-step-sound-yo-frankie	Rock Walk Step Sound (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/rock-walk-step-sound-yo-frankie roi tai tay
/content/bald-eagle-screams	Bald Eagle Screams	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/bald-eagle-screams roi tai tay
/content/sci-fi-selectdeselect-sfx	Sci-Fi Select/Deselect SFX	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sci-fi-selectdeselect-sfx roi tai tay
/content/spell-scroll	Spell Scroll	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/spell-scroll roi tai tay
/content/key-pickup	Key pickup	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/key-pickup roi tai tay
/content/a-lonely-nightmare-minimare-monster-sfx	A Lonely Nightmare - Minimare (Monster) SFX	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/a-lonely-nightmare-minimare-monster-sfx roi tai tay
/content/zombie-pain	Zombie Pain	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/zombie-pain roi tai tay
/content/8-bit-teleport	8 bit teleport	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/8-bit-teleport roi tai tay
/content/boom-pack-2	Boom Pack 2	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/boom-pack-2 roi tai tay
/content/water-step-splashes-yo-frankie	Water Step Splashes (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/water-step-splashes-yo-frankie roi tai tay
/content/grunt	Grunt	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/grunt roi tai tay
/content/sci-fi-mouseover-sfx	Sci-Fi Mouseover SFX	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sci-fi-mouseover-sfx roi tai tay
/content/dog-growls	Dog growls	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/dog-growls roi tai tay
/content/spaghetti-western-guitar-stab	Spaghetti Western Guitar Stab	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/spaghetti-western-guitar-stab roi tai tay
/content/jet-engine-takeoff	Jet Engine Takeoff	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/jet-engine-takeoff roi tai tay
/content/key-pickup-2	Key pickup 2	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/key-pickup-2 roi tai tay
/content/rockmetal-slide	Rock/Metal Slide	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/rockmetal-slide roi tai tay
/content/magic-death	Magic Death	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/magic-death roi tai tay
/content/ventilationvariant1	Ventilation_variant1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/ventilationvariant1 roi tai tay
/content/fungi-growth	Fungi growth	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/fungi-growth roi tai tay
/content/pack-8-bit-car-game-sound-effects	PACK: 8-Bit Car Game Sound Effects	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/pack-8-bit-car-game-sound-effects roi tai tay
/content/sfxshoot	sfx_shoot	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sfxshoot roi tai tay
/content/chitter	Chitter	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/chitter roi tai tay
/content/zx-spectrum-beeper-sound-effects	ZX Spectrum beeper sound effects	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/zx-spectrum-beeper-sound-effects roi tai tay
/content/sound-effects-sfx021	Sound Effects | SFX021	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx021 roi tai tay
/content/sound-effects-sfx029	Sound Effects | SFX029	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx029 roi tai tay
/content/8-bitnes-explosion-sound-effecs	8-bit/NES explosion sound effecs	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/8-bitnes-explosion-sound-effecs roi tai tay
/content/sound-effects-sfx014	Sound Effects | SFX014	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx014 roi tai tay
/content/electricity-sound-effects	Electricity Sound Effects	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/electricity-sound-effects roi tai tay
/content/cloth-swing-sounds	Cloth swing sounds	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/cloth-swing-sounds roi tai tay
/content/gui-sound-effects-1	GUI Sound Effects #1	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/gui-sound-effects-1 roi tai tay
/content/space-creature-sfx-pack	Space Creature SFX Pack	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/space-creature-sfx-pack roi tai tay
/content/rodent-or-alien-speaking-cute-weird-yo-frankie	Rodent or Alien Speaking (Cute, Weird) (Yo Frankie!)	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/rodent-or-alien-speaking-cute-weird-yo-frankie roi tai tay
/content/sound-effects-sfx005	Sound Effects | SFX005	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx005 roi tai tay
/content/sci-fi-machines-at-work	Sci-Fi Machines At Work	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sci-fi-machines-at-work roi tai tay
/content/sound-effects-sfx027	Sound Effects | SFX027	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/sound-effects-sfx027 roi tai tay
/content/tesla-coil-powered-death-ray-sound	Tesla coil powered death ray sound	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/tesla-coil-powered-death-ray-sound roi tai tay
/content/robot-this-will-be-the-end-of-you	Robot: This will be the end of you!	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/robot-this-will-be-the-end-of-you roi tai tay
/content/dreamscape-drone	Dreamscape Drone	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/dreamscape-drone roi tai tay
/content/oh-yeah	Oh Yeah	?	CC-BY 3.0	Sound Effect	mo https://opengameart.org/content/oh-yeah roi tai tay
